account,symbol,execution_price,size,side,time,start_position,event,closedPnl,leverage
0xc621fbcd,SOL,97.7146,3.7825,Buy,2024-02-26 06:43:19,37.1925,liquidation,-39.33,5
0x2ebb92af,AVAX,35.2862,81.2956,Sell,2024-02-26 17:42:30,-9.2591,fill,812.92,10
0xdbb8fa6e,AVAX,36.3303,18.4676,Buy,2024-02-26 11:01:33,14.9941,fill,-39.65,20
0xa791ffc1,SOL,100.5248,9.5626,Sell,2024-02-26 10:39:03,-8.073,fill,-178.51,5
0x705a5661,LINK,13.7161,6.0009,Sell,2024-02-26 03:38:01,-20.0573,fill,23.38,10
0xb7ac9740,APT,9.403,23.8738,Buy,2024-02-26 23:31:24,66.2969,fill,175.88,20
0x11633489,MATIC,0.8818,119.8202,Buy,2024-02-26 03:41:35,27.4699,fill,908.11,3
0x5ac236be,MATIC,0.9124,8.7652,Sell,2024-02-26 20:04:59,-13.1494,fill,-77.91,20
0x8df944c3,APT,9.5536,14.8175,Buy,2024-02-27 17:23:42,11.8145,liquidation,-28.48,20
0x2ebb92af,MATIC,0.8922,33.0959,Buy,2024-02-27 20:16:10,34.5741,fill,515.11,20
0xf87faa6d,AVAX,35.8673,32.295,Buy,2024-02-27 00:11:36,71.0192,fill,12.55,50
0xbc5a4471,MATIC,0.9337,12.6635,Sell,2024-02-27 05:05:53,-15.636,fill,-41.84,20
0x46d9b92c,APT,9.6103,3.423,Buy,2024-02-27 08:36:44,16.8839,fill,-43.18,20
0x2a4c73f5,APT,9.6104,17.7254,Buy,2024-02-27 22:06:41,54.3344,liquidation,-11.84,20
0xc621fbcd,SOL,92.7467,1.4017,Sell,2024-02-27 08:08:31,-7.9895,fill,0.71,25
0x718397ca,LINK,14.22,0.5572,Buy,2024-02-27 22:44:34,55.7961,fill,6.36,5
0x1600888d,SOL,89.9686,3.5378,Buy,2024-02-27 17:34:17,8.1991,fill,51.26,10
0x6704a0b6,DOGE,0.0802,5.2862,Buy,2024-02-27 07:30:42,31.9147,fill,-20.52,25
0x2a4c73f5,MATIC,0.8857,9.0279,Sell,2024-02-27 04:49:32,-40.7542,fill,-16.49,20
0x5eec9e8b,ETH,2306.4583,3.9101,Buy,2024-02-27 23:35:25,121.3054,fill,40.62,50
0x7351513a,BTC,40378.4552,15.5702,Sell,2024-02-27 13:52:07,-24.1602,fill,-47.06,5
0x16d92688,LINK,14.1147,21.3511,Buy,2024-02-27 08:42:27,68.4136,fill,-338.83,10
0xc621fbcd,ETH,2319.3695,22.938,Sell,2024-02-27 15:53:53,-12.225,fill,159.46,5
0xe4a395f7,AVAX,34.7793,11.1788,Sell,2024-02-27 22:12:59,-24.6246,fill,-284.04,10
0x2ebb92af,MATIC,0.8882,1.4687,Buy,2024-02-27 09:59:28,13.8666,fill,11.52,5
0x2a4c73f5,OP,3.3893,4.1328,Sell,2024-02-27 11:31:20,-34.9968,fill,-16.27,20
0x17963822,SOL,94.6469,4.5235,Sell,2024-02-27 22:24:41,-68.5003,funding,7.4,20
0x181c01b5,OP,3.2664,3.8589,Sell,2024-02-27 10:12:57,-45.8568,fill,12.3,25
0x734c7e29,LINK,14.2792,0.265,Sell,2024-02-27 01:24:05,-28.0686,fill,3.18,5
0x8362d113,SOL,90.9157,1.4099,Sell,2024-02-27 15:12:08,-73.8595,fill,-8.08,5
0x705a5661,SOL,100.2873,17.6318,Sell,2024-02-27 07:53:08,-1.683,fill,160.78,25
0xa4d45831,SOL,98.1101,39.7374,Buy,2024-02-27 12:21:49,6.5374,fill,-443.52,5
0x339381eb,DOGE,0.0807,4.8242,Sell,2024-02-27 10:45:13,-18.0897,fill,-1.15,10
0x20cc0e16,APT,10.0028,1.3971,Buy,2024-02-27 22:59:25,19.9656,fill,-1.72,50
0x5eec9e8b,ARB,1.1822,4.6009,Sell,2024-02-27 03:49:32,-32.1056,fill,-7.96,20
0x339381eb,DOGE,0.0774,42.8882,Sell,2024-02-27 01:34:21,-65.7882,fill,340.41,10
0x7351513a,DOGE,0.0794,3.4508,Sell,2024-02-27 00:04:14,-18.6935,fill,-59.44,25
0xc2da0d2f,OP,3.0749,7.3579,Sell,2024-02-27 13:02:17,-38.1215,fill,-145.18,10
0x16d92688,DOGE,0.0801,5.5337,Sell,2024-02-27 11:31:38,-4.5311,fill,30.8,10
0x17963822,DOGE,0.0782,13.5331,Buy,2024-02-27 16:49:42,20.6284,fill,-126.96,50
0x2a4c73f5,DOGE,0.0849,1.7497,Buy,2024-02-27 10:10:08,34.7659,fill,-16.81,25
0x105653e3,DOGE,0.0818,3.2526,Sell,2024-02-27 22:38:11,-15.3777,fill,14.24,10
0xad8c19b0,ARB,1.2581,7.1828,Buy,2024-02-27 22:28:50,4.0518,fill,-114.83,10
0x6eda1624,DOGE,0.0812,5.4956,Buy,2024-02-28 06:45:59,75.7614,fill,79.27,2
0xc744240f,SOL,95.0901,3.1743,Sell,2024-02-28 09:49:47,-10.1099,fill,6.09,3
0xed407866,DOGE,0.0789,42.1862,Sell,2024-02-28 08:21:37,-73.4214,funding,5.07,5
0xd2a0814d,AVAX,34.9961,47.2513,Buy,2024-02-28 08:15:12,24.3249,fill,478.87,2
0xdbb8fa6e,ETH,2303.8951,10.8434,Sell,2024-02-28 23:55:47,-27.5869,fill,158.23,2
0xb355791f,SOL,97.1738,10.3729,Buy,2024-02-28 13:07:16,69.8606,fill,10.85,3
0x7351513a,SOL,88.1229,9.2072,Sell,2024-02-28 12:40:28,-17.4036,fill,124.27,10
0x7218933c,ETH,2204.1426,6.4178,Buy,2024-02-28 11:53:08,15.3848,fill,86.27,2
0xb7ac9740,OP,3.1858,1.1847,Buy,2024-02-28 09:24:53,15.41,fill,-11.1,2
0x339381eb,ARB,1.162,40.9524,Buy,2024-02-28 05:50:29,72.8831,fill,-527.88,3
0x6eda1624,ETH,2305.5337,3.9704,Buy,2024-02-28 12:20:58,35.6691,fill,4.52,10
0x6eda1624,ETH,2315.6964,15.1828,Sell,2024-02-28 11:09:04,-56.5924,fill,94.44,2
0xf87faa6d,SOL,96.9036,9.2566,Buy,2024-02-28 01:06:48,3.4495,fill,13.3,2
0xa1b4c210,BTC,40933.5866,13.1087,Sell,2024-02-28 09:17:52,-21.8833,liquidation,-5.03,10
0xf9c262ed,DOGE,0.0786,41.1833,Buy,2024-02-28 08:44:07,98.7136,fill,651.08,10
0x5ac236be,MATIC,0.8447,8.3626,Sell,2024-02-28 00:20:22,-13.0496,fill,160.75,3
0xdbcd12c2,APT,9.8761,3.3817,Buy,2024-02-28 08:12:27,11.7155,fill,24.64,10
0xc814ce06,MATIC,0.9018,6.1074,Sell,2024-02-28 17:00:02,-15.2294,fill,-8.13,3
0xb286b60e,MATIC,0.9249,34.6061,Buy,2024-02-28 03:46:25,6.6114,fill,234.04,20
0xf9c262ed,ARB,1.1815,3.7354,Buy,2024-02-28 23:57:47,25.0323,fill,96.01,3
0xb7ac9740,SOL,101.3233,20.6717,Buy,2024-02-28 19:16:26,9.0361,fill,57.86,10
0xd3dfa2f0,APT,9.8566,40.3368,Buy,2024-02-28 05:29:42,6.4934,fill,-59.03,5
0x6704a0b6,BTC,43287.0088,8.3946,Buy,2024-02-28 21:02:53,19.6075,fill,32.06,5
0x181c01b5,SOL,92.0892,18.6532,Buy,2024-02-28 01:16:27,7.101,fill,216.24,5
0xa4d45831,LINK,14.3096,0.8946,Buy,2024-02-28 03:35:11,13.2875,fill,-1.63,2
0xa791ffc1,APT,9.4894,8.9794,Buy,2024-02-28 08:20:57,30.2565,fill,-11.37,2
0xed407866,AVAX,34.5492,15.886,Buy,2024-02-28 12:52:31,16.6303,fill,113.17,5
0x339381eb,MATIC,0.9547,13.5954,Buy,2024-02-28 13:25:38,56.386,fill,107.99,5
0xf87faa6d,ARB,1.2342,17.4362,Buy,2024-02-28 21:36:56,15.1617,fill,88.41,5
0x8362d113,APT,9.1312,9.2848,Sell,2024-02-28 17:04:55,-5.0084,liquidation,-273.16,5
0x718397ca,SOL,95.7385,9.2945,Buy,2024-02-28 22:28:36,6.1073,fill,-49.8,2
0x339381eb,AVAX,35.355,11.5458,Sell,2024-02-28 18:55:06,-19.6017,fill,115.02,10
0xc744240f,LINK,14.2316,6.7537,Buy,2024-02-28 16:21:29,16.2001,funding,0.82,20
0xf9c262ed,MATIC,0.9198,46.7873,Buy,2024-02-28 00:09:39,38.8802,fill,105.64,2
0xa4d45831,ARB,1.2135,14.8231,Sell,2024-02-28 08:45:35,-14.4752,fill,130.57,3
0x11633489,AVAX,33.1103,39.1926,Buy,2024-02-28 21:12:50,22.7821,fill,432.62,3
0xdbb8fa6e,OP,3.3612,4.8688,Sell,2024-02-28 21:02:34,-61.1012,funding,11.11,3
0xd3dfa2f0,MATIC,0.9,9.1038,Buy,2024-02-28 22:00:20,26.7351,fill,-13.43,20
0xd2a0814d,DOGE,0.0801,107.0704,Sell,2024-02-29 16:38:20,-62.9419,fill,762.17,10
0x5eec9e8b,DOGE,0.0791,18.5107,Buy,2024-02-29 09:06:46,12.6686,fill,48.15,5
0x339381eb,BTC,42834.4474,17.8778,Buy,2024-02-29 18:47:45,13.8001,fill,-257.85,5
0x46d9b92c,OP,3.1455,5.9847,Sell,2024-02-29 06:23:14,-9.4722,fill,-77.96,2
0x8ba13e23,MATIC,0.8733,28.2665,Sell,2024-02-29 15:56:40,-32.054,fill,-305.2,5
0x7218933c,DOGE,0.0842,169.6259,Buy,2024-02-29 21:15:35,21.491,fill,18.56,2
0xe34cbfaf,APT,9.3491,37.0064,Buy,2024-02-29 02:08:46,25.5349,fill,879.28,3
0xdbb8fa6e,APT,9.3233,13.5694,Buy,2024-02-29 23:16:19,59.5435,fill,-155.13,2
0x181c01b5,APT,9.9456,78.5411,Sell,2024-02-29 21:54:45,-8.9654,fill,8.73,5
0xa791ffc1,SOL,95.5626,15.8752,Buy,2024-02-29 09:44:31,140.1369,fill,-108.9,2
0xdbb8fa6e,AVAX,34.7211,8.0025,Buy,2024-02-29 23:06:31,44.7491,fill,-138.9,2
0x8ba13e23,AVAX,34.7478,3.3403,Buy,2024-02-29 12:13:20,7.5939,fill,-21.58,10
0xad8c19b0,ARB,1.1888,22.955,Buy,2024-02-29 20:48:58,28.9168,fill,-134.89,3
0x80171029,MATIC,0.9108,20.4958,Buy,2024-02-29 17:41:42,22.3987,fill,-24.9,5
0xc93b82a3,LINK,12.9482,9.6979,Buy,2024-02-29 14:25:58,25.0777,fill,37.96,3
0x80171029,BTC,44548.215,6.2399,Buy,2024-02-29 05:09:39,9.465,fill,64.49,2
0xa791ffc1,AVAX,34.1984,33.3942,Buy,2024-02-29 11:41:39,11.5444,fill,-221.47,5
0x2a4c73f5,SOL,95.1977,3.8826,Sell,2024-02-29 02:07:10,-115.8301,fill,43.75,10
0x181c01b5,OP,3.1094,9.8693,Sell,2024-02-29 12:52:09,-49.3971,fill,-39.66,5
0xa791ffc1,MATIC,0.925,1.1528,Buy,2024-02-29 07:37:44,26.169,fill,-22.82,10
0xc621fbcd,DOGE,0.0837,48.7307,Sell,2024-02-29 19:55:33,-11.5852,fill,395.97,3
0x734c7e29,DOGE,0.0799,15.8093,Sell,2024-02-29 23:47:37,-12.2571,fill,-152.36,2
0xb286b60e,SOL,92.9874,9.8437,Buy,2024-02-29 16:57:16,39.7149,fill,40.54,10
0xb286b60e,SOL,90.509,4.6896,Buy,2024-02-29 18:58:47,57.9552,fill,64.15,10
0xb286b60e,OP,3.1966,61.0195,Buy,2024-02-29 13:38:59,104.1446,fill,-389.12,3
0xa4d45831,BTC,42564.5825,4.5405,Buy,2024-02-29 01:12:00,0.7731,fill,-39.72,5
0xa1b4c210,MATIC,0.8757,71.3739,Sell,2024-02-29 10:33:40,-48.0292,fill,452.59,3
0x2ebb92af,APT,9.5803,98.4011,Buy,2024-02-29 12:51:35,10.0354,fill,508.87,10
0xad8c19b0,SOL,91.3437,13.0526,Sell,2024-02-29 15:51:26,-62.6262,fill,33.78,2
0xf87faa6d,AVAX,36.1956,9.3754,Buy,2024-02-29 04:02:41,38.9125,fill,62.66,10
0xad8c19b0,MATIC,0.9105,19.866,Buy,2024-02-29 08:58:42,22.205,funding,7.31,20
0x8ba13e23,BTC,41073.8523,53.8946,Buy,2024-02-29 06:39:04,54.206,fill,-332.05,20
0x181c01b5,ETH,2342.9406,69.7377,Sell,2024-03-01 01:48:52,-87.0269,fill,1429.31,10
0x718397ca,MATIC,0.8652,41.6253,Sell,2024-03-01 03:35:40,-18.203,liquidation,-231.8,5
0xa1b4c210,ETH,2373.9697,41.5404,Sell,2024-03-01 10:35:08,-5.6307,fill,418.16,5
0xc814ce06,LINK,14.3097,4.801,Buy,2024-03-01 18:43:24,4.1852,fill,31.39,3
0xc93b82a3,OP,3.22,17.3484,Buy,2024-03-01 01:21:38,15.1008,fill,66.01,3
0xc744240f,SOL,99.8392,5.0508,Buy,2024-03-01 00:54:02,4.4997,fill,25.63,10
0x11633489,SOL,95.759,9.4651,Buy,2024-03-01 15:42:47,23.0329,fill,67.83,10
0xad8c19b0,APT,9.1658,3.4044,Buy,2024-03-01 18:46:20,56.4353,fill,65.34,3
0xc93b82a3,ARB,1.1153,25.5359,Buy,2024-03-01 06:23:11,18.9159,funding,-1.35,3
0xbc5a4471,OP,3.3188,3.0178,Buy,2024-03-01 01:00:12,1.8463,fill,24.44,2
0xf9c262ed,ARB,1.2089,22.1281,Sell,2024-03-01 02:02:48,-21.824,fill,174.76,3
0x339381eb,OP,3.0561,5.3723,Buy,2024-03-01 21:20:14,7.9918,fill,87.96,5
0x8df944c3,AVAX,36.5701,23.7983,Buy,2024-03-01 07:04:46,16.4051,fill,176.59,5
0x1600888d,ARB,1.2501,5.8202,Sell,2024-03-01 22:20:34,-42.0801,funding,6.53,2
0xc621fbcd,ARB,1.2351,31.9197,Buy,2024-03-01 22:12:21,26.7278,fill,373.2,20
0xc744240f,MATIC,0.8854,11.2507,Sell,2024-03-01 07:23:15,-12.5263,funding,2.8,3
0xc2da0d2f,ETH,2317.1269,13.3758,Buy,2024-03-01 06:25:57,11.2327,liquidation,-6.66,5
0x17963822,APT,9.9692,19.1921,Buy,2024-03-01 07:43:07,18.7617,fill,3.91,2
0x86c7538c,SOL,90.0937,9.6599,Buy,2024-03-02 17:48:03,21.0078,fill,26.22,3
0xb7ac9740,DOGE,0.0786,16.4662,Buy,2024-03-02 07:37:28,15.3845,fill,178.12,10
0x3a2c511e,DOGE,0.08,12.4505,Buy,2024-03-02 13:28:27,23.2369,fill,107.6,5
0xb355791f,BTC,42409.8121,13.3953,Buy,2024-03-02 21:35:47,272.0501,fill,329.39,5
0x6704a0b6,APT,9.7733,6.0238,Buy,2024-03-02 21:33:54,15.8823,fill,2.14,3
0x7218933c,MATIC,0.8927,3.3573,Buy,2024-03-02 14:43:49,37.2001,fill,-19.86,3
0x7218933c,LINK,13.652,6.4023,Sell,2024-03-02 17:01:02,-4.9014,fill,0.82,5
0x734c7e29,MATIC,0.862,82.5282,Sell,2024-03-02 05:34:34,-19.487,fill,-3.93,5
0xf87faa6d,ARB,1.1666,9.9391,Buy,2024-03-02 20:01:17,5.6043,fill,-48.02,10
0x181c01b5,SOL,90.3049,45.7103,Sell,2024-03-02 14:14:32,-30.6438,funding,0.61,5
0x17963822,BTC,41689.2602,25.5407,Buy,2024-03-02 02:44:01,22.8179,fill,332.89,5
0x705a5661,APT,9.5819,8.9899,Buy,2024-03-02 15:19:59,4.4904,fill,117.66,3
0xb7ac9740,ARB,1.2459,24.3934,Buy,2024-03-02 11:52:42,8.2753,fill,417.99,10
0x17963822,ARB,1.1141,40.052,Buy,2024-03-02 18:56:40,17.0572,fill,58.45,5
0x705a5661,DOGE,0.0842,1.7573,Buy,2024-03-02 22:58:57,7.9028,fill,5.23,5
0xa1b4c210,MATIC,0.8853,14.4714,Buy,2024-03-02 11:17:09,245.6545,fill,-23.8,3
0x3a2c511e,LINK,14.1518,5.5299,Sell,2024-03-02 11:59:04,-14.1863,fill,49.51,5
0x86c7538c,MATIC,0.8701,12.0562,Buy,2024-03-02 07:46:14,24.4182,fill,149.46,5
0x705a5661,ARB,1.1683,37.0567,Sell,2024-03-02 06:02:06,-60.1291,fill,-180.27,2
0x7351513a,DOGE,0.0803,29.003,Buy,2024-03-02 10:12:25,10.5712,fill,-109.95,3
0x718397ca,ETH,2292.4754,8.2761,Buy,2024-03-02 14:36:26,59.6269,fill,-117.56,2
0x8df944c3,ARB,1.1836,52.8045,Sell,2024-03-02 04:11:32,-23.0274,fill,110.09,3
0xbc5a4471,ETH,2406.926,9.6721,Buy,2024-03-02 18:49:18,11.3507,funding,1.58,5
0x86c7538c,MATIC,0.8959,5.265,Buy,2024-03-02 10:08:53,17.1919,fill,7.6,10
0xd6f9bd6e,ARB,1.2259,12.4373,Sell,2024-03-02 02:41:48,-20.4283,fill,-35.63,10
0x6704a0b6,MATIC,0.9404,52.4267,Buy,2024-03-02 22:28:07,50.8194,fill,506.16,3
0x339381eb,LINK,14.9621,10.1918,Buy,2024-03-02 19:05:11,37.5877,fill,-21.64,10
0xb355791f,ARB,1.2082,35.6729,Buy,2024-03-02 02:08:33,44.7859,fill,524.25,20
0x105653e3,BTC,42774.7685,22.0036,Sell,2024-03-02 02:41:28,-13.0282,funding,-1.36,3
0x17963822,SOL,93.3175,13.6874,Buy,2024-03-02 03:42:37,14.6261,fill,36.71,2
0x80171029,BTC,41920.8333,6.91,Buy,2024-03-02 12:45:56,44.6622,liquidation,-206.61,3
0xb286b60e,BTC,41379.0006,77.3595,Sell,2024-03-02 20:53:04,-12.4808,fill,463.84,5
0xe4a395f7,OP,3.143,66.4626,Buy,2024-03-02 13:21:57,28.4074,fill,-14.9,20
0xbc5a4471,AVAX,34.8917,14.0086,Buy,2024-03-02 22:47:03,14.6856,fill,-66.8,2
0xa791ffc1,AVAX,36.3135,46.5061,Buy,2024-03-02 02:12:03,104.8508,fill,227.87,5
0xa4d45831,SOL,95.6869,29.3167,Sell,2024-03-02 06:30:20,-11.2021,fill,-150.88,3
0x8df944c3,ARB,1.2079,2.9025,Buy,2024-03-02 11:45:38,23.3043,fill,-21.74,5
0x181c01b5,APT,9.4256,4.1373,Buy,2024-03-02 13:14:28,31.0366,fill,24.05,10
0x2a4c73f5,SOL,94.4503,50.1391,Sell,2024-03-02 00:36:28,-16.4306,fill,828.63,5
0x11633489,APT,9.7404,9.9347,Buy,2024-03-02 07:50:26,7.064,fill,201.13,10
0xdbb8fa6e,OP,3.1464,4.6343,Buy,2024-03-02 11:51:13,108.6688,fill,-29.81,5
0xe34cbfaf,LINK,13.9234,13.9672,Sell,2024-03-02 05:57:37,-128.4338,fill,-304.76,3
0xc744240f,ARB,1.1655,22.2139,Sell,2024-03-02 09:58:27,-16.4798,funding,15.79,2
0xc93b82a3,ETH,2368.1241,19.2659,Buy,2024-03-02 13:44:31,26.8676,fill,135.22,10
0xd2a0814d,SOL,90.4482,5.8716,Sell,2024-03-02 11:28:53,-3.2245,fill,93.23,3
0xa791ffc1,BTC,42073.2226,19.5776,Buy,2024-03-02 04:23:38,15.103,fill,-174.84,20
0x718397ca,LINK,13.8387,13.6295,Buy,2024-03-03 10:11:04,10.9496,fill,-51.21,10
0xa4d45831,SOL,95.2286,1.7232,Buy,2024-03-03 17:11:29,70.4232,fill,1.59,20
0xc21209c3,OP,3.1071,6.6158,Buy,2024-03-03 20:15:21,43.6468,fill,-31.97,2
0x1600888d,LINK,14.2592,1.5746,Sell,2024-03-03 02:12:41,-4.9993,fill,13.69,3
0xa1b4c210,AVAX,36.6905,28.4564,Buy,2024-03-03 21:52:26,5.1324,fill,881.3,10
0x7351513a,MATIC,0.9431,5.2614,Buy,2024-03-03 02:26:00,13.9662,liquidation,-1.3,10
0xa4d45831,MATIC,0.8865,12.948,Buy,2024-03-03 16:34:27,7.4688,fill,-5.59,2
0x8ba13e23,LINK,14.4675,14.9803,Buy,2024-03-03 03:55:33,5.2562,fill,-73.08,10
0x705a5661,APT,8.8968,2.9517,Buy,2024-03-03 12:09:43,27.81,fill,15.37,3
0x80171029,BTC,39879.2582,13.9668,Sell,2024-03-03 23:35:37,-67.4638,fill,-26.5,10
0xb7ac9740,BTC,41810.9073,24.0733,Sell,2024-03-03 16:39:05,-24.8902,fill,487.49,20
0x3a2c511e,APT,9.3715,8.9825,Buy,2024-03-03 16:22:14,13.1396,fill,30.63,3
0xed407866,AVAX,36.0783,8.491,Buy,2024-03-03 16:46:10,9.9498,funding,-4.6,2
0xad8c19b0,APT,9.379,42.2966,Sell,2024-03-03 13:11:38,-18.7564,fill,300.39,3
0x46d9b92c,ETH,2316.8602,11.8312,Sell,2024-03-03 15:03:59,-38.0275,fill,40.76,20
0x16d92688,ARB,1.2012,1.7387,Buy,2024-03-03 18:55:40,7.0508,fill,-4.96,5
0xc814ce06,APT,9.4708,14.1306,Sell,2024-03-03 09:05:04,-81.6712,fill,-53.7,5
0x80171029,SOL,92.0397,17.1232,Buy,2024-03-03 05:07:09,224.3212,fill,136.9,5
0x16d92688,SOL,99.6738,1.7751,Buy,2024-03-03 17:45:45,6.9381,liquidation,-25.23,5
0xf9c262ed,ARB,1.2355,4.2231,Buy,2024-03-03 04:30:17,15.8803,fill,86.83,5
0x7218933c,ARB,1.2237,20.2369,Sell,2024-03-03 21:12:48,-8.0524,fill,173.6,20
0x46d9b92c,SOL,94.9471,30.2113,Sell,2024-03-03 15:58:27,-15.0346,funding,7.06,10
0xd2a0814d,ARB,1.1914,19.7532,Buy,2024-03-03 18:52:00,57.4461,fill,522.15,2
0x17963822,MATIC,0.9155,9.9877,Buy,2024-03-03 08:18:30,7.2549,fill,-119.06,2
0x1600888d,MATIC,0.9499,24.6718,Sell,2024-03-03 23:36:07,-26.185,fill,447.92,10
0xbc5a4471,OP,3.2899,42.2389,Buy,2024-03-03 09:39:50,16.5526,liquidation,-29.53,2
0xd2a0814d,AVAX,36.2202,16.5104,Sell,2024-03-03 19:43:33,-35.5286,fill,153.69,10
0xd3dfa2f0,SOL,98.1157,26.9754,Buy,2024-03-03 15:37:22,16.4416,fill,217.44,20
0x5ac236be,APT,9.2819,10.0594,Buy,2024-03-03 02:56:32,55.4732,fill,98.69,3
0xb355791f,SOL,90.3127,23.5086,Buy,2024-03-03 13:51:50,4.1512,fill,291.91,2
0xc21209c3,APT,9.0967,36.3516,Buy,2024-03-03 00:51:55,24.2163,fill,43.03,5
0x2ebb92af,ARB,1.229,27.6032,Buy,2024-03-04 17:36:45,10.5386,funding,1.16,5
0xad8c19b0,BTC,41639.5425,17.8129,Buy,2024-03-04 23:15:37,7.2123,fill,64.37,10
0xf87faa6d,DOGE,0.081,9.27,Buy,2024-03-04 01:23:55,12.7986,fill,45.75,3
0x17963822,DOGE,0.0823,37.8333,Sell,2024-03-04 09:31:43,-6.3399,fill,631.3,2
0x80171029,MATIC,0.9329,23.5089,Buy,2024-03-04 23:42:42,3.285,fill,504.75,2
0xe34cbfaf,BTC,44852.4387,21.1204,Buy,2024-03-04 12:04:32,8.6231,fill,140.67,5
0xf9c262ed,BTC,42934.8355,17.0378,Buy,2024-03-04 15:28:26,17.729,fill,178.93,20
0xc93b82a3,APT,9.616,18.8243,Buy,2024-03-04 11:13:50,7.3726,fill,-134.89,10
0xc744240f,LINK,14.0902,90.1277,Buy,2024-03-04 05:43:27,44.7048,fill,-250.95,3
0xad8c19b0,LINK,14.4729,6.7874,Sell,2024-03-04 18:59:42,-9.0268,fill,132.25,10
0x16d92688,LINK,13.8275,19.3253,Sell,2024-03-04 00:02:46,-58.6498,fill,111.51,20
0x2ebb92af,BTC,41441.1769,19.8247,Buy,2024-03-04 20:30:21,40.7749,fill,2.11,5
0xa791ffc1,AVAX,35.7271,4.1056,Sell,2024-03-04 02:24:09,-9.284,fill,0.56,2
0xa791ffc1,APT,9.1567,8.3237,Sell,2024-03-04 20:54:21,-6.7502,fill,11.83,3
0xad8c19b0,APT,9.672,10.0701,Buy,2024-03-04 11:53:08,50.2334,fill,-145.71,2
0x5ac236be,SOL,95.1927,6.2896,Buy,2024-03-04 03:05:27,36.6971,fill,34.2,5
0x7218933c,BTC,39329.5649,7.7421,Buy,2024-03-04 16:44:28,2.3178,fill,55.45,5
0x17963822,ARB,1.193,29.3639,Buy,2024-03-04 15:48:27,10.3224,fill,-394.57,2
0xe4a395f7,LINK,13.7833,19.3526,Buy,2024-03-04 03:32:41,11.9134,fill,216.07,20
0x86c7538c,BTC,39415.3753,27.1358,Buy,2024-03-04 07:43:36,6.9576,fill,117.12,3
0xc2da0d2f,ARB,1.2405,21.156,Buy,2024-03-04 06:59:08,24.6756,fill,-113.72,3
0xb286b60e,APT,9.4173,32.6435,Buy,2024-03-04 05:24:19,7.0,fill,-411.64,5
0xd2a0814d,DOGE,0.0788,3.8139,Buy,2024-03-04 08:29:06,15.4313,fill,31.33,3
0x20cc0e16,ETH,2430.2555,5.2758,Sell,2024-03-04 08:56:43,-19.5114,fill,96.47,3
0xbc5a4471,SOL,95.0234,1.9829,Sell,2024-03-04 18:14:58,-33.3149,fill,0.42,5
0xc2da0d2f,ETH,2208.066,20.4835,Buy,2024-03-04 14:52:00,21.981,funding,-5.32,5
0x8df944c3,AVAX,36.3562,9.7371,Buy,2024-03-04 14:16:04,6.5877,fill,62.51,3
0x8362d113,APT,9.9403,41.6342,Sell,2024-03-04 18:58:48,-7.0921,fill,399.74,3
0xf87faa6d,ETH,2326.7633,18.742,Sell,2024-03-05 11:46:10,-8.7429,fill,137.51,3
0x8ba13e23,APT,9.5184,1.2831,Buy,2024-03-05 07:25:36,41.7755,fill,26.25,3
0x5eec9e8b,AVAX,34.748,21.8567,Buy,2024-03-05 03:40:15,49.4668,fill,348.98,20
0xf9c262ed,MATIC,0.8958,5.4348,Buy,2024-03-05 10:38:08,30.9199,funding,1.83,5
0x86c7538c,DOGE,0.0775,5.6118,Buy,2024-03-05 12:49:04,26.8127,fill,111.99,3
0x6eda1624,SOL,97.4747,4.1271,Sell,2024-03-05 22:52:44,-10.3684,liquidation,-15.19,5
0xa791ffc1,ETH,2288.0308,243.5033,Buy,2024-03-05 16:48:21,14.4552,fill,6472.64,5
0x3a2c511e,ETH,2320.3439,25.8467,Buy,2024-03-05 00:09:55,10.0462,fill,-278.53,3
0xc93b82a3,MATIC,0.8961,10.3115,Sell,2024-03-05 08:30:53,-5.52,funding,1.03,2
0x3a2c511e,DOGE,0.082,2.6672,Sell,2024-03-05 13:40:09,-9.2563,liquidation,-435.72,5
0x6eda1624,SOL,93.0506,33.5335,Buy,2024-03-05 10:25:11,18.4706,fill,353.16,10
0x20cc0e16,AVAX,35.1714,23.0177,Sell,2024-03-05 22:34:49,-16.2995,fill,-84.89,20
0x705a5661,SOL,95.2765,18.1171,Buy,2024-03-05 07:05:34,15.1884,fill,28.38,5
0xb355791f,LINK,14.0643,10.8404,Sell,2024-03-05 10:01:34,-41.0692,fill,68.35,5
0xf9c262ed,ETH,2294.7099,53.2281,Buy,2024-03-05 00:52:38,43.0495,fill,1167.06,5
0x86c7538c,BTC,42387.2324,8.9869,Sell,2024-03-05 03:02:05,-16.4034,fill,84.62,2
0x8ba13e23,APT,9.3511,1.8239,Buy,2024-03-05 00:39:58,33.6085,fill,-9.67,10
0xd3dfa2f0,LINK,14.5869,38.2958,Buy,2024-03-05 09:49:45,36.6728,fill,82.31,5
0xc621fbcd,APT,9.4258,39.8902,Buy,2024-03-05 05:32:00,23.2609,funding,-0.3,3
0x80171029,SOL,94.8709,24.8328,Buy,2024-03-05 07:04:19,12.6633,fill,652.72,20
0x339381eb,DOGE,0.0811,2.2612,Sell,2024-03-05 23:32:03,-15.7739,fill,48.62,3
0x2a4c73f5,LINK,14.2931,22.7979,Buy,2024-03-05 03:47:41,46.1671,fill,247.73,5
